Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID,Latitude,Longitude
7227,Economics (ENG),University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
7228,Economics (ENG),University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9050354,-79.0477533
7229,Economics (ENG),University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
7230,Economics (ENG),University of Oslo,Europe,Norway,Oslo,2,99,59.9414173,10.7227683
7231,Economics (ENG),University of Oslo,Europe,Norway,Oslo,2,100,59.9414173,10.7227683
7232,Economics (ENG),University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
7233,Economics (ENG),University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
7234,Economics (ENG),University of Porto,Europe,Portugal,Porto,1,328,41.1784933,-8.5961974
7235,Economics (ENG),University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
7236,Economics (ENG),University of São Paulo,South America,Brazil,Butantã,1,104,,
7237,Economics (ENG),UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
7238,Economics (ENG),University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
7239,Economics (ENG),UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9341805,-1.3974844
7240,Economics (ENG),University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
7241,Economics (ENG),UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329,56.3398554,-2.8117775
7242,Economics (ENG),University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
7243,Economics (ENG),University of Strasbourg,Europe,France,Strasbourg Cedex,1,330,,
7244,Economics (ENG),University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
7245,Economics (ENG),University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
7246,Economics (ENG),University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8832536,151.2003294
7247,Economics (ENG),University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
7248,Economics (ENG),University of the Andes,South America,Colombia,Bogotá,1,115,,
7249,Economics (ENG),University of the Basque Country,Europe,Spain,Donostia-San Sebastian,1,205,43.3092116,-2.0107957
7250,Economics (ENG),University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
7251,Economics (ENG),University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117,,
7252,Economics (ENG),University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118,,
7253,Economics (ENG),University of Toronto - Mississauga,North America,Canada,Mississauga,1,119,43.5502208,-79.6626584
7254,Economics (ENG),University of Toronto - Scarborough,North America,Canada,Scarborough,1,120,43.7842666,-79.1851228
7255,Economics (ENG),University of Toronto - St. George,North America,Canada,Toronto,1,121,43.6634681,-79.3968165
7256,Economics (ENG),University of Turku,Europe,Finland,Turku,1,122,60.4560732,22.2864097
7257,Economics (ENG),University of Vaasa,Europe,Finland,Vaasa,1,123,63.1043242,21.5935646
7258,Economics (ENG),University of Verona,Europe,Italy,Verona,1,331,,
7259,Economics (ENG),University of Victoria,North America,Canada,Victoria,1,124,,
7260,Economics (ENG),University of Vienna,Europe,Austria,Wien,1,332,48.2131278,16.3606855
7261,Economics (ENG),University of Warsaw,Europe,Poland,Warszawa,1,125,52.2216394,21.0073770
7262,Economics (ENG),University of Washington,North America,USA,Seattle,1,126,47.6554303,-122.3001692
7263,Economics (ENG),University of Western Australia,Australia/Oceania,Australia,Perth,1,127,-31.9506520,115.7978755
7264,Economics (ENG),University of Wisconsin-Madison,North America,USA,Madison,1,128,43.0802745,-89.4309587
7265,Economics (ENG),University of Zurich,Europe,Switzerland,Zurich,1,333,47.4968435,8.7298072
7266,Economics (ENG),Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131,-41.2051787,174.7985379
7267,Economics (ENG),Vrije Universiteit Amsterdam,Europe,Netherlands,Amsterdam,1,285,52.3340539,4.8651882
7268,Economics (ENG),Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132,,
7269,Economics (ENG),Western Sydney University,Australia/Oceania,Australia,Penrith,1,133,-33.7683269,150.7301189
7270,Economics (ENG),Western University,North America,Canada,London,1,134,43.0054234,-81.2748010
7271,Economics (ENG),Yonsei University,Asia,South Korea,Seoul,1,135,37.5603559,126.9351585
7272,Economics (ENG),York University,North America,Canada,Toronto,1,136,43.7743325,-79.5002705
7273,Education,Åbo Akademi University,Europe,Finland,Abo,1,0,60.4534537,22.2792379
7274,Education,Al Akhawayn University,Africa,Morocco,Ifrane,1,137,33.5391007,-5.1067850
7275,Education,Arizona State University,North America,USA,Tempe,1,1,33.4213174,-111.9331631
7276,Education,Ashoka University,Asia,India,Sonipat,1,138,28.9469007,77.1014386
7277,Education,Australian National University,Australia/Oceania,Australia,Canbarra,1,2,,
7278,Education,Barnard College,North America,USA,New York City,1,3,40.8094864,-73.9635510
7279,Education,Boston College,North America,USA,Chestnut Hill,1,4,42.3354481,-71.1682665
7280,Education,Boston University,North America,USA,Boston,1,5,42.3504215,-71.1032247
7281,Education,Ca' Foscari University of Venice,Europe,Italy,Venice,1,139,,
7282,Education,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7,50.0888947,14.4162757
7283,Education,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8,,
7284,Education,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9,35.6403751,139.4045306
7285,Education,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10,,
7286,Education,Concordia University,North America,Canada,Montréal,1,11,45.4952441,-73.5785815
7287,Education,Cornell University,North America,USA,Ithaca,1,12,42.4529076,-76.4800842
7288,Education,Deakin University,Australia/Oceania,Australia,Melbourne,1,13,-37.8475136,145.1149474
7289,Education,Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,142,51.9176312,4.5259623
7290,Education,Ewha Womans University,Asia,South Korea,Seoul,1,15,37.5643371,126.9468925
7291,Education,Fudan University,Asia,China (Mainland),Shanghai,1,16,,
7292,Education,Georgian American University,Europe,Georgia,Tbilisi,1,144,41.7177273,44.7848587
7293,Education,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18,-27.5466249,153.0642922
7294,Education,Hankuk University of Foreign Studies,Asia,South Korea,Seoul,1,145,37.5956329,127.0633740
7295,Education,Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
7296,Education,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146,,
7297,Education,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22,,
7298,Education,International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148,43.8215450,18.3090990
7299,Education,Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150,33.5134310,126.5534683
7300,Education,Kangwon National University,Asia,South Korea,Gangwon-do,1,151,37.8672582,127.7447487
7301,Education,Karlstad University,Europe,Sweden,Karlstad,1,23,,
7302,Education,Keimyung University,Asia,South Korea,Daegu,1,152,35.8567134,128.4849417
7303,Education,KIMEP University,Asia,Kazakhstan,Almaty,2,153,43.2416004,76.9552551
7304,Education,KIMEP University,Asia,Kazakhstan,Almaty,2,154,43.2416004,76.9552551
7305,Education,Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
7306,Education,Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155,35.8905697,128.6108553
7307,Education,Leiden University,Europe,Netherlands,Leiden,1,156,52.1686355,4.4597028
7308,Education,Linköping University,Europe,Sweden,Linköping,1,25,58.3977911,15.5754544
7309,Education,Linnæus University,Europe,Sweden,Väjxö,1,26,,
7310,Education,Luleå University of Technology,Europe,Sweden,Luleå,1,28,65.6182538,22.1383085
7311,Education,Lund University,Europe,Sweden,Lund,2,29,55.7126504,13.2107587
7312,Education,Lund University,Europe,Sweden,Lund,2,159,55.7126504,13.2107587
7313,Education,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
7314,Education,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161,,
7315,Education,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162,,
7316,Education,McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
7317,Education,McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
7318,Education,Mid Sweden University,Europe,Sweden,Sundsvall,1,33,62.3930729,17.2834483
7319,Education,Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9143766,145.1316672
7320,Education,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
7321,Education,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
7322,Education,National Chengchi University,Asia,China (Taiwan),Taipei,1,163,,
7323,Education,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
7324,Education,National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
7325,Education,National University of Singapore,Asia,Singapore,Singapore,1,39,1.2959845,103.7766186
7326,Education,New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
7327,Education,North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
7328,Education,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
7329,Education,Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
7330,Education,Pompeu Fabra University,Europe,Spain,Barcelona,1,165,41.4043275,2.1937054
7331,Education,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
7332,Education,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
7333,Education,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
7334,Education,Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
7335,Education,Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
7336,Education,Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
7337,Education,Sogang University,Asia,South Korea,Soul,1,167,37.5520909,126.9409875
7338,Education,Sorbonne University,Europe,France,Paris,1,50,48.8468997,2.3574487
7339,Education,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
7340,Education,Stockholm University,Europe,Sweden,Stockholm,1,52,59.3661410,18.0595930
7341,Education,Sungkyunkwan University,Asia,South Korea,Soul,2,53,37.5870459,126.9906264
7342,Education,Sungkyunkwan University,Asia,South Korea,Soul,2,168,37.5870459,126.9906264
7343,Education,Tampere University,Europe,Finland,Tampere,1,54,61.4934627,23.7789500
7344,Education,Tsinghua University,Asia,China (Mainland),Beijing,1,56,,
7345,Education,Tunghai University,Asia,China (Taiwan),Taichung City,1,169,,
7346,Education,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57,,
7347,Education,Umeå University,Europe,Sweden,Umea,1,58,63.8217763,20.3043163
7348,Education,UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170,38.7527961,-9.1570276
7349,Education,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60,-22.8533498,-43.2331703
7350,Education,Universität Hamburg,Europe,Germany,Hamburg,1,171,53.5909051,9.9753758
7351,Education,University College Cork,Europe,Ireland,Cork,1,174,51.8947012,-8.4903105
7352,Education,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62,-34.9189226,138.6042367
7353,Education,University of Agder,Europe,Norway,Kristiansand,1,63,58.1630985,8.0014426
7354,Education,University of Akureyri,Europe,Iceland,Akureyri,1,64,,
7355,Education,University of Amsterdam,Europe,Netherlands,Amsterdam,1,176,52.3681334,4.8898042
7356,Education,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66,-36.8660955,174.7737331
7357,Education,University of Belgrade,Europe,Serbia,Beograd,1,177,44.8179654,20.4507765
7358,Education,University of Bergen,Europe,Norway,Bergen,2,68,60.3809342,5.3313021
7359,Education,University of Bergen,Europe,Norway,Bergen,2,178,60.3809342,5.3313021
7360,Education,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69,52.4522956,-1.9312857
7361,Education,University of Bologna,Europe,Italy,Bologna,1,179,44.4982886,11.3544570
7362,Education,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70,51.5007679,-2.5503106
7363,Education,University of British Columbia,North America,Canada,Vancouver,1,71,49.2578915,-123.2429755
7364,Education,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72,-37.3285798,-59.1385728
7365,Education,University of Calgary,North America,Canada,Calgary,1,73,51.0750540,-114.1388050
7366,Education,University of California,North America,USA,Santa Barbara,1,74,34.4146025,-119.8458100
7367,Education,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75,-43.5232778,172.5823435
7368,Education,University of Chile,South America,Chile,Santiago,1,76,-33.4580688,-70.6634338
7369,Education,University of Colorado Boulder,North America,USA,Boulder,1,77,40.0070061,-105.2664423
7370,Education,University of Eastern Finland,Europe,Finland,Kuopio,1,78,62.8937283,27.6394748
7371,Education,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79,55.9440765,-3.1883736
7372,Education,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80,50.7387148,-3.5384011
7373,Education,University of Geneva,Europe,Switzerland,Geneva,1,81,,
7374,Education,University of Gothenburg,Europe,Sweden,Goeteborg,1,82,57.6864579,11.9589874
7375,Education,University of Guelph,North America,Canada,Guelph,1,83,43.5327864,-80.2249974
7376,Education,University of Helsinki,Europe,Finland,Helsinki,1,84,60.2267221,25.0176700
7377,Education,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85,23.1049717,113.4483710
7378,Education,University of Iceland,Europe,Iceland,Reykjavik,2,86,64.1401832,-21.9539633
7379,Education,University of Iceland,Europe,Iceland,Reykjavik,2,180,64.1401832,-21.9539633
7380,Education,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
7381,Education,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
7382,Education,University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
7383,Education,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
7384,Education,University of Leuven,Europe,Belgium,Leuven,1,182,,
7385,Education,University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
7386,Education,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
7387,Education,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
7388,Education,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
7389,Education,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
7390,Education,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9050354,-79.0477533
7391,Education,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
7392,Education,University of Oslo,Europe,Norway,Oslo,3,99,59.9414173,10.7227683
7393,Education,University of Oslo,Europe,Norway,Oslo,3,100,59.9414173,10.7227683
7394,Education,University of Oslo,Europe,Norway,Oslo,3,184,59.9414173,10.7227683
7395,Education,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
7396,Education,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
7397,Education,University of Pisa,Europe,Italy,Pisa,1,185,,
7398,Education,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
7399,Education,University of São Paulo,South America,Brazil,Butantã,1,104,,
7400,Education,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
7401,Education,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
7402,Education,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9341805,-1.3974844
7403,Education,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
7404,Education,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329,56.3398554,-2.8117775
7405,Education,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
7406,Education,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
7407,Education,University of Tartu,Europe,Estonia,Tartu,1,187,58.3810140,26.7195598
7408,Education,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
7409,Education,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8832536,151.2003294
7410,Education,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
7411,Education,University of the Andes,South America,Colombia,Bogotá,1,115,,
7412,Education,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
