Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID
6411,East and Southeastern European Studies (Balkan Studies),University of Oulu,Europe,Finland,Oulu,1,102
6412,East and Southeastern European Studies (Balkan Studies),University of Pisa,Europe,Italy,Pisa,1,185
6413,East and Southeastern European Studies (Balkan Studies),University of Queensland,Australia/Oceania,Australia,Brisbane,1,103
6414,East and Southeastern European Studies (Balkan Studies),University of São Paulo,South America,Brazil,Butantã,1,104
6415,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
6416,East and Southeastern European Studies (Balkan Studies),University of South Florida,North America,USA,Tampa,1,106
6417,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
6418,East and Southeastern European Studies (Balkan Studies),University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
6419,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,109
6420,East and Southeastern European Studies (Balkan Studies),University of Stavanger,Europe,Norway,Stavanger,1,110
6421,East and Southeastern European Studies (Balkan Studies),University of Sydney,Australia/Oceania,Australia,Sydney,1,111
6422,East and Southeastern European Studies (Balkan Studies),University of Tartu,Europe,Estonia,Tartu,1,187
6423,East and Southeastern European Studies (Balkan Studies),University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
6424,East and Southeastern European Studies (Balkan Studies),University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
6425,East and Southeastern European Studies (Balkan Studies),University of Texas at Austin,North America,USA,Austin,1,114
6426,East and Southeastern European Studies (Balkan Studies),University of the Andes,South America,Colombia,Bogotá,1,115
6427,East and Southeastern European Studies (Balkan Studies),University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
6428,East and Southeastern European Studies (Balkan Studies),University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
6429,East and Southeastern European Studies (Balkan Studies),University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
6430,East and Southeastern European Studies (Balkan Studies),University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
6431,East and Southeastern European Studies (Balkan Studies),University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
6432,East and Southeastern European Studies (Balkan Studies),University of Toronto - St. George,North America,Canada,Toronto,1,121
6433,East and Southeastern European Studies (Balkan Studies),University of Turku,Europe,Finland,Turku,1,122
6434,East and Southeastern European Studies (Balkan Studies),University of Vaasa,Europe,Finland,Vaasa,1,123
6435,East and Southeastern European Studies (Balkan Studies),University of Victoria,North America,Canada,Victoria,1,124
6436,East and Southeastern European Studies (Balkan Studies),University of Warsaw,Europe,Poland,Warszawa,1,125
6437,East and Southeastern European Studies (Balkan Studies),University of Washington,North America,USA,Seattle,1,126
6438,East and Southeastern European Studies (Balkan Studies),University of Western Australia,Australia/Oceania,Australia,Perth,1,127
6439,East and Southeastern European Studies (Balkan Studies),University of Wisconsin-Madison,North America,USA,Madison,1,128
6440,East and Southeastern European Studies (Balkan Studies),University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
6441,East and Southeastern European Studies (Balkan Studies),University of Zagreb,Europe,Croatia,Zagreb,1,247
6442,East and Southeastern European Studies (Balkan Studies),University of Zurich,Europe,Switzerland,Zurich,1,188
6443,East and Southeastern European Studies (Balkan Studies),Uppsala University,Europe,Sweden,Uppsala,1,189
6444,East and Southeastern European Studies (Balkan Studies),Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
6445,East and Southeastern European Studies (Balkan Studies),Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132
6446,East and Southeastern European Studies (Balkan Studies),Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190
6447,East and Southeastern European Studies (Balkan Studies),Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
6448,East and Southeastern European Studies (Balkan Studies),Western University,North America,Canada,London,1,134
6449,East and Southeastern European Studies (Balkan Studies),Yeungnam University,Asia,South Korea,Gyeongbuk,1,191
6450,East and Southeastern European Studies (Balkan Studies),Yonsei University,Asia,South Korea,Seoul,1,135
6451,East and Southeastern European Studies (Balkan Studies),York University,North America,Canada,Toronto,1,136
6452,East and Southeastern European Studies (Polish),Åbo Akademi University,Europe,Finland,Abo,1,0
6453,East and Southeastern European Studies (Polish),Al Akhawayn University,Africa,Morocco,Ifrane,1,137
6454,East and Southeastern European Studies (Polish),Arizona State University,North America,USA,Tempe,1,1
6455,East and Southeastern European Studies (Polish),Ashoka University,Asia,India,Sonipat,1,138
6456,East and Southeastern European Studies (Polish),Australian National University,Australia/Oceania,Australia,Canbarra,1,2
6457,East and Southeastern European Studies (Polish),Barnard College,North America,USA,New York City,1,3
6458,East and Southeastern European Studies (Polish),Boston College,North America,USA,Chestnut Hill,1,4
6459,East and Southeastern European Studies (Polish),Boston University,North America,USA,Boston,1,5
6460,East and Southeastern European Studies (Polish),Ca' Foscari University of Venice,Europe,Italy,Venice,1,139
6461,East and Southeastern European Studies (Polish),Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
6462,East and Southeastern European Studies (Polish),Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
6463,East and Southeastern European Studies (Polish),Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
6464,East and Southeastern European Studies (Polish),City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
6465,East and Southeastern European Studies (Polish),Concordia University,North America,Canada,Montréal,1,11
6466,East and Southeastern European Studies (Polish),Cornell University,North America,USA,Ithaca,1,12
6467,East and Southeastern European Studies (Polish),Deakin University,Australia/Oceania,Australia,Melbourne,1,13
6468,East and Southeastern European Studies (Polish),Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,142
6469,East and Southeastern European Studies (Polish),Ewha Womans University,Asia,South Korea,Seoul,1,15
6470,East and Southeastern European Studies (Polish),Fudan University,Asia,China (Mainland),Shanghai,1,16
6471,East and Southeastern European Studies (Polish),Georgian American University,Europe,Georgia,Tbilisi,1,144
6472,East and Southeastern European Studies (Polish),Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
6473,East and Southeastern European Studies (Polish),Hankuk University of Foreign Studies,Asia,South Korea,Seoul,1,145
6474,East and Southeastern European Studies (Polish),Heidelberg University,Europe,Germany,HEIDELBERG,1,19
6475,East and Southeastern European Studies (Polish),Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146
6476,East and Southeastern European Studies (Polish),Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
6477,East and Southeastern European Studies (Polish),International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148
6478,East and Southeastern European Studies (Polish),Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150
6479,East and Southeastern European Studies (Polish),Kangwon National University,Asia,South Korea,Gangwon-do,1,151
6480,East and Southeastern European Studies (Polish),Karlstad University,Europe,Sweden,Karlstad,1,23
6481,East and Southeastern European Studies (Polish),Keimyung University,Asia,South Korea,Daegu,1,152
6482,East and Southeastern European Studies (Polish),KIMEP University,Asia,Kazakhstan,Almaty,2,153
6483,East and Southeastern European Studies (Polish),KIMEP University,Asia,Kazakhstan,Almaty,2,154
6484,East and Southeastern European Studies (Polish),Korea University,Asia,South Korea,Soul,1,24
6485,East and Southeastern European Studies (Polish),Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155
6486,East and Southeastern European Studies (Polish),Leiden University,Europe,Netherlands,Leiden,1,156
6487,East and Southeastern European Studies (Polish),Linköping University,Europe,Sweden,Linköping,1,25
6488,East and Southeastern European Studies (Polish),Linnæus University,Europe,Sweden,Väjxö,1,26
6489,East and Southeastern European Studies (Polish),Luleå University of Technology,Europe,Sweden,Luleå,1,28
6490,East and Southeastern European Studies (Polish),Lund University,Europe,Sweden,Lund,2,29
6491,East and Southeastern European Studies (Polish),Lund University,Europe,Sweden,Lund,2,159
6492,East and Southeastern European Studies (Polish),Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
6493,East and Southeastern European Studies (Polish),Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161
6494,East and Southeastern European Studies (Polish),Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162
6495,East and Southeastern European Studies (Polish),McGill University,North America,Canada,Montreal,1,31
6496,East and Southeastern European Studies (Polish),McMaster University,North America,Canada,Hamilton,1,32
6497,East and Southeastern European Studies (Polish),Mid Sweden University,Europe,Sweden,Sundsvall,1,33
6498,East and Southeastern European Studies (Polish),Monash University,Australia/Oceania,Australia,Clayton,1,34
6499,East and Southeastern European Studies (Polish),Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
6500,East and Southeastern European Studies (Polish),National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
6501,East and Southeastern European Studies (Polish),National Chengchi University,Asia,China (Taiwan),Taipei,1,163
6502,East and Southeastern European Studies (Polish),National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
6503,East and Southeastern European Studies (Polish),National University of Colombia,South America,Colombia,Bogota,1,38
6504,East and Southeastern European Studies (Polish),National University of Singapore,Asia,Singapore,Singapore,1,39
6505,East and Southeastern European Studies (Polish),New York University,North America,USA,New York City,1,40
6506,East and Southeastern European Studies (Polish),North Carolina State University,North America,USA,Raleigh,1,41
6507,East and Southeastern European Studies (Polish),Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
6508,East and Southeastern European Studies (Polish),Osaka University,Asia,Japan,Suita,1,43
6509,East and Southeastern European Studies (Polish),Pompeu Fabra University,Europe,Spain,Barcelona,1,165
6510,East and Southeastern European Studies (Polish),Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
6511,East and Southeastern European Studies (Polish),Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
6512,East and Southeastern European Studies (Polish),Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
6513,East and Southeastern European Studies (Polish),Seoul National University,Asia,South Korea,Seoul,1,47
6514,East and Southeastern European Studies (Polish),Simon Fraser University,North America,Canada,Burnaby,1,48
6515,East and Southeastern European Studies (Polish),Singapore Management University,Asia,Singapore,Singapore,1,49
6516,East and Southeastern European Studies (Polish),Sogang University,Asia,South Korea,Soul,1,167
6517,East and Southeastern European Studies (Polish),Sorbonne University,Europe,France,Paris,1,50
6518,East and Southeastern European Studies (Polish),Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
6519,East and Southeastern European Studies (Polish),Stockholm University,Europe,Sweden,Stockholm,1,52
6520,East and Southeastern European Studies (Polish),Sungkyunkwan University,Asia,South Korea,Soul,2,53
6521,East and Southeastern European Studies (Polish),Sungkyunkwan University,Asia,South Korea,Soul,2,168
6522,East and Southeastern European Studies (Polish),Tampere University,Europe,Finland,Tampere,1,54
6523,East and Southeastern European Studies (Polish),Tsinghua University,Asia,China (Mainland),Beijing,1,56
6524,East and Southeastern European Studies (Polish),Tunghai University,Asia,China (Taiwan),Taichung City,1,169
6525,East and Southeastern European Studies (Polish),UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
6526,East and Southeastern European Studies (Polish),Umeå University,Europe,Sweden,Umea,1,58
6527,East and Southeastern European Studies (Polish),Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
6528,East and Southeastern European Studies (Polish),UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170
6529,East and Southeastern European Studies (Polish),Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
6530,East and Southeastern European Studies (Polish),Universität Hamburg,Europe,Germany,Hamburg,1,171
6531,East and Southeastern European Studies (Polish),University College Cork,Europe,Ireland,Cork,1,174
6532,East and Southeastern European Studies (Polish),University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
6533,East and Southeastern European Studies (Polish),University of Agder,Europe,Norway,Kristiansand,1,63
6534,East and Southeastern European Studies (Polish),University of Akureyri,Europe,Iceland,Akureyri,1,64
6535,East and Southeastern European Studies (Polish),University of Amsterdam,Europe,Netherlands,Amsterdam,1,176
6536,East and Southeastern European Studies (Polish),University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
6537,East and Southeastern European Studies (Polish),University of Belgrade,Europe,Serbia,Beograd,1,177
6538,East and Southeastern European Studies (Polish),University of Bergen,Europe,Norway,Bergen,2,68
6539,East and Southeastern European Studies (Polish),University of Bergen,Europe,Norway,Bergen,2,178
6540,East and Southeastern European Studies (Polish),UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
6541,East and Southeastern European Studies (Polish),University of Bologna,Europe,Italy,Bologna,1,179
6542,East and Southeastern European Studies (Polish),UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
6543,East and Southeastern European Studies (Polish),University of British Columbia,North America,Canada,Vancouver,1,71
6544,East and Southeastern European Studies (Polish),University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
